instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/hard/19-treeWeight-832-9leaves.asp.ground,0.0001,0.9641,0.0001,0.0012,0.961,0.0023,1.0,581069.0,579771.0,1298.0,2322138.0,3.9963,575388.0,6483.0,0.0,0.0,575789.0,575735.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1499.0,123.0,18.0,1358.0,0.0821,0.012,0.9059,1741151.0,553536.0,27451.0,0.7498,0.2384,0.0118
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/hard/20-treeWeight-480-9leaves.asp.ground,0.0002,0.9643,0.0002,0.0017,0.9599,0.0033,1.0,399013.0,397715.0,1298.0,1592340.0,3.9907,394955.0,4731.0,0.0,0.0,395337.0,395283.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1231.0,133.0,18.0,1080.0,0.108,0.0146,0.8773,1193409.0,379575.0,19356.0,0.7495,0.2384,0.0122
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/hard/24-treeWeight-498-9leaves.asp.ground,0.0001,0.9743,0.0001,0.0016,0.9711,0.0019,1.0,675595.0,674297.0,1298.0,2698284.0,3.9939,670537.0,5923.0,0.0,0.0,671108.0,671054.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1621.0,127.0,18.0,1476.0,0.0783,0.0111,0.9105,2022771.0,651798.0,23715.0,0.7497,0.2416,0.0088
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/hard/26-treeWeight-289-9leaves.asp.ground,0.0003,0.947,0.0003,0.0025,0.9404,0.0051,1.0,259293.0,257995.0,1298.0,1034955.0,3.9914,255886.0,4053.0,0.0,0.0,256244.0,256190.0,36.0,18.0,0.0,0.9998,0.0001,0.0001,0.0,1176.0,134.0,18.0,1024.0,0.1139,0.0153,0.8707,775744.0,241056.0,18155.0,0.7495,0.2329,0.0175
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/hard/28-treeWeight-770-9leaves.asp.ground,0.0001,0.9802,0.0001,0.0013,0.9778,0.0013,1.0,997135.0,995837.0,1298.0,3983079.0,3.9945,990943.0,7221.0,0.0,0.0,991618.0,991564.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1949.0,127.0,18.0,1804.0,0.0652,0.0092,0.9256,2986026.0,969838.0,27215.0,0.7497,0.2435,0.0068
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/02-treeWeight-831-9leaves.asp.ground,0.0001,0.9803,0.0001,0.0012,0.9783,0.0011,1.0,1207805.0,1206507.0,1298.0,4826440.0,3.996,1200600.0,8308.0,0.0,0.0,1201340.0,1201286.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2089.0,135.0,18.0,1936.0,0.0646,0.0086,0.9268,3618717.0,1175563.0,32160.0,0.7498,0.2436,0.0067
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/03-treeWeight-753-9leaves.asp.ground,0.0001,0.9673,0.0001,0.0014,0.9643,0.002,1.0,668268.0,666970.0,1298.0,2670894.0,3.9967,662361.0,6836.0,0.0,0.0,662864.0,662810.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1741.0,135.0,18.0,1588.0,0.0775,0.0103,0.9121,2002708.0,639388.0,28798.0,0.7498,0.2394,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/07-treeWeight-689-9leaves.asp.ground,0.0001,0.9719,0.0001,0.0014,0.9689,0.002,1.0,652031.0,650733.0,1298.0,2604462.0,3.9944,646763.0,6136.0,0.0,0.0,647255.0,647201.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1621.0,133.0,18.0,1470.0,0.082,0.0111,0.9068,1952513.0,627227.0,24722.0,0.7497,0.2408,0.0095
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/10-treeWeight-794-9leaves.asp.ground,0.0002,0.9596,0.0002,0.0014,0.9555,0.0033,1.0,393628.0,392330.0,1298.0,1571523.0,3.9924,389266.0,5166.0,0.0,0.0,389582.0,389528.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1489.0,137.0,18.0,1334.0,0.092,0.0121,0.8959,1177977.0,372351.0,21195.0,0.7496,0.2369,0.0135
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/14-treeWeight-278-9leaves.asp.ground,0.0004,0.9404,0.0003,0.0024,0.9333,0.0057,1.0,229247.0,227949.0,1298.0,915290.0,3.9926,226006.0,3867.0,0.0,0.0,226321.0,226267.0,36.0,18.0,0.0,0.9998,0.0002,0.0001,0.0,1133.0,137.0,18.0,978.0,0.1209,0.0159,0.8632,686125.0,211280.0,17885.0,0.7496,0.2308,0.0195
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/15-treeWeight-736-9leaves.asp.ground,0.0001,0.977,0.0001,0.0013,0.9746,0.0014,1.0,934641.0,933343.0,1298.0,3734328.0,3.9955,928293.0,7383.0,0.0,0.0,928938.0,928884.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1951.0,137.0,18.0,1796.0,0.0702,0.0092,0.9206,2799769.0,905579.0,28980.0,0.7497,0.2425,0.0078
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/17-treeWeight-706-9leaves.asp.ground,0.0002,0.9565,0.0002,0.0014,0.9521,0.0038,1.0,348935.0,347637.0,1298.0,1392777.0,3.9915,344767.0,4848.0,0.0,0.0,345050.0,344996.0,36.0,18.0,0.0,0.9998,0.0001,0.0001,0.0,1242.0,136.0,18.0,1088.0,0.1095,0.0145,0.876,1043924.0,328666.0,20187.0,0.7495,0.236,0.0145
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/19-treeWeight-781-9leaves.asp.ground,0.0002,0.9576,0.0002,0.0012,0.9541,0.0027,1.0,491718.0,490420.0,1298.0,1965592.0,3.9974,486287.0,6178.0,0.0,0.0,486637.0,486583.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1389.0,123.0,18.0,1248.0,0.0886,0.013,0.8985,1473956.0,464518.0,27118.0,0.7499,0.2363,0.0138
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/20-treeWeight-429-9leaves.asp.ground,0.0003,0.9562,0.0002,0.0018,0.951,0.004,1.0,325018.0,323720.0,1298.0,1297278.0,3.9914,321215.0,4425.0,0.0,0.0,321546.0,321492.0,36.0,18.0,0.0,0.9998,0.0001,0.0001,0.0,1129.0,133.0,18.0,978.0,0.1178,0.0159,0.8663,972342.0,305886.0,19050.0,0.7495,0.2358,0.0147
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/21-treeWeight-843-9leaves.asp.ground,0.0002,0.9648,0.0001,0.0014,0.9615,0.0024,1.0,542771.0,541473.0,1298.0,2168350.0,3.995,537519.0,6120.0,0.0,0.0,537931.0,537877.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1621.0,133.0,18.0,1470.0,0.082,0.0111,0.9068,1625661.0,517445.0,25244.0,0.7497,0.2386,0.0116
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/26-treeWeight-238-9leaves.asp.ground,0.0005,0.9338,0.0004,0.003,0.925,0.0073,1.0,179887.0,178589.0,1298.0,717258.0,3.9873,177023.0,3456.0,0.0,0.0,177330.0,177276.0,36.0,18.0,0.0,0.9997,0.0002,0.0001,0.0,1068.0,134.0,18.0,916.0,0.1255,0.0169,0.8577,537453.0,164088.0,15717.0,0.7493,0.2288,0.0219
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/28-treeWeight-719-9leaves.asp.ground,0.0001,0.9776,0.0001,0.0013,0.975,0.0015,1.0,882793.0,881495.0,1298.0,3526476.0,3.9947,876805.0,6966.0,0.0,0.0,877429.0,877375.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1847.0,127.0,18.0,1702.0,0.0688,0.0097,0.9215,2643765.0,855751.0,26960.0,0.7497,0.2427,0.0076
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/unsat/30-treeWeight-517-9leaves.asp.ground,0.0001,0.9657,0.0001,0.0015,0.9624,0.0022,1.0,602462.0,601164.0,1298.0,2408302.0,3.9974,597111.0,6175.0,0.0,0.0,597599.0,597545.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1526.0,140.0,18.0,1368.0,0.0917,0.0118,0.8965,1805922.0,575307.0,27073.0,0.7499,0.2389,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/01-treeWeight-1395-9leaves.asp.ground,0.0,0.9909,0.0,0.0012,0.9892,0.0006,1.0,2037364.0,2036066.0,1298.0,8135583.0,3.9932,2029352.0,9619.0,0.0,0.0,2030598.0,2030544.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,3106.0,126.0,18.0,2962.0,0.0406,0.0058,0.9536,6098301.0,2008871.0,28411.0,0.7496,0.2469,0.0035
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/08-treeWeight-1606-9leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/10-treeWeight-1866-9leaves.asp.ground,0.0,0.9914,0.0,0.0015,0.9893,0.0007,1.0,1830746.0,1829448.0,1298.0,7307705.0,3.9917,1823360.0,9264.0,0.0,0.0,1824748.0,1824694.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,3637.0,137.0,18.0,3482.0,0.0377,0.0049,0.9574,5477041.0,1805381.0,25283.0,0.7495,0.2471,0.0035
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/13-treeWeight-986-9leaves.asp.ground,0.0,0.9878,0.0,0.001,0.9863,0.0007,1.0,1973045.0,1971747.0,1298.0,7884175.0,3.9959,1964881.0,9533.0,0.0,0.0,1965875.0,1965821.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2614.0,142.0,18.0,2454.0,0.0543,0.0069,0.9388,5911212.0,1939069.0,33894.0,0.7498,0.2459,0.0043
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/14-treeWeight-1055-9leaves.asp.ground,0.0001,0.9891,0.0,0.0013,0.9871,0.0008,1.0,1592519.0,1591221.0,1298.0,6358438.0,3.9927,1585507.0,8448.0,0.0,0.0,1586599.0,1586545.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2753.0,137.0,18.0,2598.0,0.0498,0.0065,0.9437,4766001.0,1566337.0,26100.0,0.7496,0.2463,0.0041
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/15-treeWeight-1550-9leaves.asp.ground,0.0,0.9922,0.0,0.001,0.9908,0.0005,1.0,2750906.0,2749608.0,1298.0,10988133.0,3.9944,2741618.0,11146.0,0.0,0.0,2743077.0,2743023.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,3597.0,137.0,18.0,3442.0,0.0381,0.005,0.9569,8237309.0,2718088.0,32736.0,0.7497,0.2474,0.003
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/20-treeWeight-935-9leaves.asp.ground,0.0001,0.986,0.0001,0.0016,0.9833,0.0013,1.0,1008215.0,1006917.0,1298.0,4022690.0,3.9899,1002460.0,6885.0,0.0,0.0,1003297.0,1003243.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,2145.0,133.0,18.0,1994.0,0.062,0.0084,0.9296,3014557.0,986629.0,21504.0,0.7494,0.2453,0.0053
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/21-treeWeight-1975-9leaves.asp.ground,0.0,0.9926,0.0,0.0012,0.991,0.0005,1.0,2549953.0,2548655.0,1298.0,10183354.0,3.9935,2541259.0,10696.0,0.0,0.0,2542803.0,2542749.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,3889.0,133.0,18.0,3738.0,0.0342,0.0046,0.9612,7633483.0,2520067.0,29804.0,0.7496,0.2475,0.0029
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/22-treeWeight-2849-9leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/23-treeWeight-1008-9leaves.asp.ground,0.0001,0.9841,0.0001,0.001,0.9824,0.0009,1.0,1484145.0,1482847.0,1298.0,5930755.0,3.9961,1476699.0,8623.0,0.0,0.0,1477465.0,1477411.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2229.0,143.0,18.0,2068.0,0.0642,0.0081,0.9278,4446692.0,1451777.0,32286.0,0.7498,0.2448,0.0054
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/24-treeWeight-1255-9leaves.asp.ground,0.0,0.9911,0.0,0.0013,0.9892,0.0007,1.0,1941494.0,1940196.0,1298.0,7751711.0,3.9927,1933800.0,9321.0,0.0,0.0,1935128.0,1935074.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,3145.0,127.0,18.0,3000.0,0.0404,0.0057,0.9539,5810299.0,1914301.0,27111.0,0.7496,0.247,0.0035
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/25-treeWeight-1219-9leaves.asp.ground,0.0,0.9887,0.0,0.001,0.9872,0.0007,1.0,1954119.0,1952821.0,1298.0,7806445.0,3.9949,1945995.0,9518.0,0.0,0.0,1946994.0,1946940.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2668.0,138.0,18.0,2512.0,0.0517,0.0067,0.9415,5852408.0,1922300.0,31737.0,0.7497,0.2462,0.0041
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/26-treeWeight-883-9leaves.asp.ground,0.0001,0.9875,0.0001,0.0014,0.9852,0.001,1.0,1299229.0,1297931.0,1298.0,5186306.0,3.9918,1292744.0,7740.0,0.0,0.0,1293696.0,1293642.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2394.0,134.0,18.0,2242.0,0.056,0.0075,0.9365,3887159.0,1274746.0,24401.0,0.7495,0.2458,0.0047
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/27-treeWeight-1159-9leaves.asp.ground,0.0001,0.9861,0.0,0.001,0.9844,0.0008,1.0,1556555.0,1555257.0,1298.0,6218199.0,3.9948,1549040.0,8726.0,0.0,0.0,1549865.0,1549811.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2314.0,126.0,18.0,2170.0,0.0545,0.0078,0.9378,4661726.0,1525882.0,30591.0,0.7497,0.2454,0.0049
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/28-treeWeight-1800-9leaves.asp.ground,0.0,0.9932,0.0,0.0011,0.9917,0.0005,1.0,2891486.0,2890188.0,1298.0,11547963.0,3.9938,2882152.0,11397.0,0.0,0.0,2883857.0,2883803.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,4017.0,127.0,18.0,3872.0,0.0316,0.0045,0.9639,8656559.0,2860033.0,31371.0,0.7496,0.2477,0.0027
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/29-treeWeight-1054-9leaves.asp.ground,0.0,0.9885,0.0,0.0009,0.9871,0.0006,1.0,2144201.0,2142903.0,1298.0,8568078.0,3.9959,2135699.0,9929.0,0.0,0.0,2136742.0,2136688.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2738.0,134.0,18.0,2586.0,0.0489,0.0066,0.9445,6423959.0,2109421.0,34698.0,0.7498,0.2462,0.004
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/easy/30-treeWeight-1543-9leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/01-treeWeight-802-9leaves.asp.ground,0.0001,0.9794,0.0001,0.0013,0.9769,0.0014,1.0,901927.0,900629.0,1298.0,3601823.0,3.9935,895984.0,6955.0,0.0,0.0,896637.0,896583.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1916.0,126.0,18.0,1772.0,0.0658,0.0094,0.9248,2699978.0,876090.0,25755.0,0.7496,0.2432,0.0072
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/02-treeWeight-832-9leaves.asp.ground,0.0001,0.9804,0.0001,0.0012,0.9783,0.0011,1.0,1210499.0,1209201.0,1298.0,4837197.0,3.996,1203288.0,8315.0,0.0,0.0,1204029.0,1203975.0,36.0,18.0,0.0,1.0,0.0,0.0,0.0,2091.0,135.0,18.0,1938.0,0.0646,0.0086,0.9268,3626780.0,1178249.0,32168.0,0.7498,0.2436,0.0067
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/03-treeWeight-754-9leaves.asp.ground,0.0001,0.9674,0.0001,0.0014,0.9644,0.002,1.0,670330.0,669032.0,1298.0,2679125.0,3.9967,664417.0,6843.0,0.0,0.0,664921.0,664867.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1743.0,135.0,18.0,1590.0,0.0775,0.0103,0.9122,2008877.0,641439.0,28809.0,0.7498,0.2394,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/06-treeWeight-640-9leaves.asp.ground,0.0002,0.9659,0.0001,0.0015,0.9623,0.0025,1.0,525716.0,524418.0,1298.0,2099978.0,3.9945,520814.0,5772.0,0.0,0.0,521256.0,521202.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1619.0,139.0,18.0,1462.0,0.0859,0.0111,0.903,1574344.0,501753.0,23881.0,0.7497,0.2389,0.0114
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/08-treeWeight-605-9leaves.asp.ground,0.0001,0.9658,0.0001,0.0014,0.9627,0.0021,1.0,625173.0,623875.0,1298.0,2499224.0,3.9977,619613.0,6367.0,0.0,0.0,620100.0,620046.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1505.0,127.0,18.0,1360.0,0.0844,0.012,0.9037,1874133.0,597174.0,27917.0,0.7499,0.2389,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/09-treeWeight-672-9leaves.asp.ground,0.0001,0.9738,0.0001,0.0013,0.9711,0.0016,1.0,794398.0,793100.0,1298.0,3174313.0,3.9959,788468.0,6829.0,0.0,0.0,789018.0,788964.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1684.0,132.0,18.0,1534.0,0.0784,0.0107,0.9109,2379997.0,766416.0,27900.0,0.7498,0.2414,0.0088
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/12-treeWeight-431-9leaves.asp.ground,0.0002,0.9572,0.0002,0.0017,0.9531,0.003,1.0,441711.0,440413.0,1298.0,1765713.0,3.9974,437039.0,5428.0,0.0,0.0,437459.0,437405.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1393.0,137.0,18.0,1238.0,0.0983,0.0129,0.8887,1324084.0,417079.0,24550.0,0.7499,0.2362,0.0139
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/13-treeWeight-467-9leaves.asp.ground,0.0001,0.9647,0.0001,0.0015,0.9613,0.0023,1.0,577342.0,576044.0,1298.0,2308063.0,3.9977,572165.0,6005.0,0.0,0.0,572640.0,572586.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1532.0,142.0,18.0,1372.0,0.0927,0.0117,0.8956,1730803.0,550640.0,26620.0,0.7499,0.2386,0.0115
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/15-treeWeight-737-9leaves.asp.ground,0.0001,0.9771,0.0001,0.0013,0.9746,0.0014,1.0,937012.0,935714.0,1298.0,3743794.0,3.9955,930659.0,7389.0,0.0,0.0,931305.0,931251.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1953.0,137.0,18.0,1798.0,0.0701,0.0092,0.9206,2806864.0,907944.0,28986.0,0.7497,0.2425,0.0077
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/17-treeWeight-707-9leaves.asp.ground,0.0002,0.9567,0.0002,0.0014,0.9522,0.0037,1.0,350223.0,348925.0,1298.0,1397914.0,3.9915,346051.0,4853.0,0.0,0.0,346335.0,346281.0,36.0,18.0,0.0,0.9998,0.0001,0.0001,0.0,1244.0,136.0,18.0,1090.0,0.1093,0.0145,0.8762,1047773.0,329949.0,20192.0,0.7495,0.236,0.0144
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/19-treeWeight-782-9leaves.asp.ground,0.0002,0.9577,0.0002,0.0012,0.9543,0.0027,1.0,493394.0,492096.0,1298.0,1972278.0,3.9974,487958.0,6184.0,0.0,0.0,488309.0,488255.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1391.0,123.0,18.0,1250.0,0.0884,0.0129,0.8986,1478966.0,466188.0,27124.0,0.7499,0.2364,0.0138
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/20-treeWeight-430-9leaves.asp.ground,0.0003,0.9564,0.0002,0.0018,0.9513,0.004,1.0,326444.0,325146.0,1298.0,1302964.0,3.9914,322636.0,4431.0,0.0,0.0,322968.0,322914.0,36.0,18.0,0.0,0.9998,0.0001,0.0001,0.0,1131.0,133.0,18.0,980.0,0.1176,0.0159,0.8665,976602.0,307306.0,19056.0,0.7495,0.2359,0.0146
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/21-treeWeight-844-9leaves.asp.ground,0.0002,0.9649,0.0001,0.0014,0.9616,0.0024,1.0,544515.0,543217.0,1298.0,2175311.0,3.995,539259.0,6125.0,0.0,0.0,539672.0,539618.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1623.0,133.0,18.0,1472.0,0.0819,0.0111,0.907,1630878.0,519184.0,25249.0,0.7497,0.2387,0.0116
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/24-treeWeight-448-9leaves.asp.ground,0.0001,0.9701,0.0001,0.0017,0.9666,0.0023,1.0,574327.0,573029.0,1298.0,2294017.0,3.9943,569572.0,5569.0,0.0,0.0,570093.0,570039.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1519.0,127.0,18.0,1374.0,0.0836,0.0118,0.9045,1719772.0,551135.0,23110.0,0.7497,0.2402,0.0101
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/25-treeWeight-685-9leaves.asp.ground,0.0001,0.9689,0.0001,0.0012,0.9662,0.0019,1.0,706743.0,705445.0,1298.0,2825241.0,3.9976,700895.0,6694.0,0.0,0.0,701360.0,701306.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1572.0,138.0,18.0,1416.0,0.0878,0.0115,0.9008,2118580.0,677847.0,28814.0,0.7499,0.2399,0.0102
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/27-treeWeight-702-9leaves.asp.ground,0.0002,0.9605,0.0001,0.0012,0.9573,0.0024,1.0,543525.0,542227.0,1298.0,2173199.0,3.9983,538015.0,6253.0,0.0,0.0,538383.0,538329.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1378.0,126.0,18.0,1234.0,0.0914,0.0131,0.8955,1629756.0,515561.0,27882.0,0.7499,0.2372,0.0128
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/28-treeWeight-720-9leaves.asp.ground,0.0001,0.9776,0.0001,0.0013,0.9751,0.0015,1.0,885023.0,883725.0,1298.0,3535381.0,3.9947,879031.0,6971.0,0.0,0.0,879656.0,879602.0,36.0,18.0,0.0,0.9999,0.0,0.0,0.0,1849.0,127.0,18.0,1704.0,0.0687,0.0097,0.9216,2650440.0,857976.0,26965.0,0.7497,0.2427,0.0076
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/29-treeWeight-474-9leaves.asp.ground,0.0002,0.963,0.0001,0.0015,0.9595,0.0024,1.0,548707.0,547409.0,1298.0,2193541.0,3.9977,543556.0,5967.0,0.0,0.0,544019.0,543965.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1516.0,134.0,18.0,1364.0,0.0884,0.0119,0.8997,1644916.0,522150.0,26475.0,0.7499,0.238,0.0121
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/9leaves/opt/30-treeWeight-518-9leaves.asp.ground,0.0001,0.9658,0.0001,0.0015,0.9625,0.0022,1.0,604759.0,603461.0,1298.0,2417485.0,3.9974,599400.0,6184.0,0.0,0.0,599889.0,599835.0,36.0,18.0,0.0,0.9999,0.0001,0.0,0.0,1528.0,140.0,18.0,1370.0,0.0916,0.0118,0.8966,1812808.0,577573.0,27104.0,0.7499,0.2389,0.0112
